day,S_s,V_s,E_s,I_s,Q_s,R_s,S_t,V_t,E_t,I_t,Q_t,R_t,S_l,V_l,E_l,I_l,Q_l,R_l,N_s,N_t,N_l,S,V,E,I,Q,R,N
0.0,18195.0,7800.0,2.0,3.0,0.0,0.0,1020.0,680.0,0.0,0.0,0.0,0.0,480.0,320.0,0.0,0.0,0.0,0.0,26000.0,1700.0,800.0,19695.0,8800.0,2.0,3.0,0.0,0.0,28500.0
1.0,18151.904884941803,7788.540705374284,38.424666224499816,14.786562777684857,1.2405989885777906,5.102581693153301,1019.6100247720683,679.8193009409428,0.3968033876181456,0.1335746899018981,0.008012185916768281,0.03228402355197201,479.95042469537265,319.9793432230364,0.04893550868075577,0.016379537034325438,0.0009777719355006825,0.0039392639404765405,26000.0,1700.0,800.0,19651.465334409244,8788.339349538262,38.870405120798715,14.93651700462108,1.2495889464300596,5.138804980645749,28500.0
2.0,17829.333540732525,7702.435911590453,299.21095902075575,115.20782124063106,10.375877600765799,43.43588981487132,1016.6119986076391,678.4294297164691,3.2121609822419517,1.2182690222098336,0.10267121507540064,0.4254704563645944,479.5645135553876,319.81851643458145,0.4002362045063764,0.1514005828560332,0.01270406024223852,0.05262916242646524,26000.0,1700.0,800.0000000000001,19325.510052895548,8700.683857741504,302.82335620750405,116.57749084569693,10.491252876083438,43.91398943366237,28500.0
3.0,15554.09650099333,7077.308008827942,2104.984069111819,849.413204184615,79.5546779077515,334.6435389745433,994.0092882691124,667.9103155369955,24.171191456253958,9.454910996354739,0.8581689941966004,3.5961247470867854,476.62226895761216,318.59074911041074,3.0456319113562933,1.1854968003946775,0.10711915616134017,0.44873406406493055,26000.0,1700.0000000000002,800.0000000000002,17024.728058220055,8063.809073475349,2132.200892479429,860.0536119813645,80.51996605810945,338.688397785695,28500.0
4.0,6743.431975929428,4215.3195714707535,8106.301182272407,4325.679446613947,496.86155354125646,2112.406270172206,865.2989089471354,606.5439452619132,135.64875391495082,60.55617242563627,6.11891778918939,25.83330166117471,458.7771374282527,311.0823058941728,18.180073493948278,7.8881004857514805,0.7805381357735254,3.291844562101324,26000.0,1700.0,800.0000000000001,8067.508022304816,5132.94582262684,8260.130009681305,4394.123719525334,503.7610094662193,2141.5314163954818,28500.0
5.0,564.7521560063403,905.8891969658342,7433.2931641700525,8080.774334175115,1663.2409667267702,7352.050181955888,566.2003781410505,451.6957986521523,318.0340306897248,207.9294692739902,29.393723594342163,126.74659964873979,407.11384381579643,288.6998938180684,51.94187537272082,30.833805179766912,4.045336949270552,17.365244864376965,26000.0,1699.9999999999995,800.0000000000001,1538.0663779631873,1646.284889436055,7803.269070232498,8319.537608628872,1696.6800272703829,7496.162026469005,28500.0
6.0,29.093519776706287,144.0377708809345,2940.3964662967933,6502.587058886878,2838.471035936922,13545.414148221764,328.81287436795577,309.60731908664746,312.27898830104357,324.70262235388196,76.97467010610646,347.6235257843646,346.0037469354895,260.79526742341255,68.20662660729701,59.19019767154698,12.048565093613462,53.75559626864058,26000.0,1699.9999999999998,800.0000000000001,703.9101410801516,714.4403573909944,3320.882081205134,6886.479878912308,2927.4942711366416,13946.79327027477,28500.0
7.0,3.5674717237047346,39.20900190450666,984.9509350860915,3688.1393884483646,3374.732138951013,17909.40106388632,215.17714032198737,230.58184238671993,203.75755150984384,309.3313949307739,126.82240224627965,614.3296686043951,300.7372115022035,238.9137721343791,59.60447448156396,70.38362236003834,22.7565368465251,107.60438267529014,26000.0,1700.0,800.0000000000002,519.4818235478956,508.70461642560565,1248.3129610774993,4067.854405739177,3524.311078043818,18631.335115166003,28500.0
8.0,1.0815250209713905,18.70789834334322,320.3302621481493,1800.396638069053,3393.3862462259804,20466.097430192498,164.59253919770268,191.3977577456819,113.20599762038573,227.3604596827747,159.18407547685013,844.2591702766047,272.0601398502646,224.40874557641658,43.063973347821495,63.9223504002075,32.24323940859217,164.3015514166978,25999.999999999996,1699.9999999999998,800.0000000000002,437.73420406893865,434.5144016654417,476.60023311635655,2091.679448152035,3584.8135611114226,21474.6581518858,28499.999999999996
9.0,0.5842813385365461,12.771085023938294,103.74652159302039,812.9328746517135,3150.2097977029857,21919.755439689805,141.1847430657699,172.04192493044403,59.05765369563422,145.06452749116974,171.13170624682652,1011.5194445701554,254.81437215329353,215.40915385531187,28.268087961384854,49.62980666797552,38.31311312003985,213.56546624199456,26000.0,1699.9999999999998,800.0000000000002,396.5833965576,400.22216380969417,191.07226325003947,1007.6272088108589,3359.654617069852,23144.840350501956,28500.0
