A,C,D,J,attack_rate,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,mask_u,vent_u,online_u,club_u,disinfect_u
0.5651434830446875,0.0,0.0,0.28257174152234377,0.9749883071575675,0.2919136003027675,5.0,8319.537608628872,27787.166753990674,1.251935783689702e-09,0.0,0.0,0.0,0.0,0.0
0.5651434829359518,1e-08,0.0,0.2825717439679759,0.9749883071365534,0.2919136001355509,5.0,8319.5376038632,27787.16675339177,1.2519364931306162e-09,1e-08,0.0,0.0,0.0,0.0
0.5651434828118752,1.5000000000000002e-08,0.0,0.2825717451559376,0.9749883070916243,0.29191359995870914,5.0,8319.53759882321,27787.166752111294,1.2519374047037205e-09,0.0,1e-08,0.0,0.0,0.0
0.5651434829766372,5e-08,3e-09,0.2825717547383186,0.9749883071458254,0.2919136001971784,5.0,8319.537605619584,27787.166753656024,1.251936291725523e-09,0.0,0.0,0.0,1e-08,0.0
0.5651434828884014,2e-08,0.0,0.28257174644420074,0.9749883071098094,0.2919136000741294,5.0,8319.537602112689,27787.166752629568,1.2519368851034023e-09,0.0,0.0,0.0,0.0,1e-08
