A,C,D,J,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,attack_rate,mask_u,vent_u,online_u,club_u,disinfect_u,vax_cov_scale,q_scale,global_success,global_nit,global_fun,optimizer_success,optimizer_nit,optimizer_fun
0.28640266147661186,3.0,1.2236251164909548,4.510027777967567,0.0008558913123149462,81.0,24.392902400975967,1314.251014441401,0.8389514730835856,0.046114070682154416,1.0,1.0,0.0,0.0,1.0,0.9999999935699412,0.8020468499004635,1.0,57.0,4.530569116552322,0.0,21.0,4.510027777968161
