A,C,D,J,attack_rate,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,mask_u,vent_u,online_u,club_u,disinfect_u,optimizer_success,optimizer_nit,optimizer_fun
0.5651434830446875,0.0,0.0,0.28257174152234377,0.9749883071575675,0.2919136003027675,5.0,8319.537608628872,27787.166753990674,1.251935783689702e-09,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.28257174152234377
