beta0,gamma,q_rate,q_scale,ve_s,ve_t,ve_l,v_cov_s,v_cov_t,v_cov_l,season_amp,mask_u,vent_u,online_u,club_u,disinfect_u,R_eff
0.16486056516338154,0.15546106867310847,0.19381947818371903,1.8249064238138055,0.3953267552559364,0.20683546062464234,0.5087838688500599,0.4820902524261362,0.530889289133271,0.13148133796483674,0.17368886249796203,0.31626408618937857,0.09930562715059106,0.16172129807842725,0.8314793019115978,0.24494482403924595,0.8495865702445149
0.17250613522479252,0.2793364942619413,0.2600286928559318,2.0419150382777547,0.280305948244151,0.5064644854650564,0.22655431198037476,0.2744574926052644,0.07696700235376079,0.49346277757166923,0.26011848834417917,0.4906614644554409,0.6440291849633303,0.5375477574142502,0.07464138950072352,0.39024680895822644,0.5431516615585513
0.27162741616255814,0.1303128846227936,0.2900211554717943,1.5478752392579302,0.5976943825908667,0.357374565060078,0.20880461570361394,0.4002093669433419,0.32691045514376393,0.2897075931176397,0.2130268579475736,0.7298705746363223,0.9479136357108625,0.5949255066256909,0.7658960576442139,0.8257650967911637,0.6365990709492146
0.1534619079100563,0.2707669693410383,0.23037695690760113,1.5148490585485765,0.4931672820167141,0.20547951243615364,0.4625721997231965,0.07493802073679712,0.427853242175163,0.20726175394479662,0.1252144205453792,0.041787702073083195,0.24656184936967585,0.5889859455449172,0.4884578402696919,0.8781926098007118,0.4771567212976294
0.23527488434361066,0.271364916013337,0.0856611738590158,0.8426438693722709,0.263421407890992,0.2558858412798105,0.3553375088703165,0.5032664905583436,0.24934258377397434,0.056757903735005104,0.2493364841424556,0.5299828713454621,0.5106855568555453,0.5637463344859444,0.7676453043655325,0.6089703572652315,1.421067059409123
0.32834819731998083,0.2373298011659567,0.13876810798475175,2.1537799941615807,0.28185163407617353,0.5464191630447399,0.22356132285314573,0.3123319178004035,0.1445185238571688,0.1752837795615368,0.34761782785673145,0.4769879782915668,0.06408550797637239,0.12559296008506776,0.5269838599113492,0.4413697650917622,2.201502100404188
0.18950710720310388,0.25486804771252247,0.2195318442917631,1.9330386974301494,0.40381115931396866,0.2582861956390694,0.5424251234045387,0.3573804242751578,0.5793612303669353,0.5646613268405452,0.28621975942185107,0.5486046899209744,0.9662582084191444,0.123032898301875,0.12422363758879139,0.16989052214672057,0.8117642602809262
0.13341181445657305,0.11620730767328051,0.23480604844510578,2.1198531759591948,0.5620790035333008,0.4112609162579275,0.4537257597150372,0.586292474594698,0.11316002870341266,0.437644633910551,0.31484782461451377,0.4977760828743837,0.013984977649817156,0.5697542777369053,0.1946750237529814,0.18445848748897986,0.439882328635443
0.19930581076658976,0.28690769071909283,0.2825573285798774,2.5159253691741696,0.5612247553956582,0.2694126590466717,0.21152062701331975,0.5707387522022277,0.20068177829211492,0.13999182025765947,0.24888848221009582,0.3790896690088473,0.314497988083608,0.7623897551531194,0.04970971027960725,0.9458531247231715,0.34998135449011725
0.17648394085918498,0.25967211157054193,0.10073511185210793,1.6418377766159233,0.4991556773704984,0.39550451077806664,0.35720588520250623,0.05721517657068875,0.2512504945480176,0.3377244534966405,0.18813039078396293,0.0625742246773582,0.10363723178510918,0.3483130703538584,0.13048150466506425,0.7698864259728465,1.145282266293706
0.2103015105087945,0.15489257042373974,0.17471258538284004,2.970092356551076,0.39175312587892874,0.44395387666732666,0.5382081570918291,0.5108390290147049,0.5620007442231122,0.2452634272959206,0.17679572034285734,0.5203336847625574,0.25296926428825567,0.500086841507925,0.20956455836835758,0.13151898953340393,0.8760351178795832
