A,C,D,J,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,attack_rate,mask_u,vent_u,online_u,club_u,disinfect_u,vax_cov_scale,q_scale
0.1755900500413753,5440.809140517317,852.3225559422659,6293.307286509625,7.017543859649122e-05,0.0,2.0,101.81720047396452,0.7969882488953374,0.003572533349963667,0.6120510707371107,0.8576594672927813,0.2129797241529658,0.32370603763845573,0.0912496911290025,1.7811459692892118,4.943716545814287
0.014432504686183067,2283.8274918506454,311.6461185959059,2595.4880429512377,7.017543859649122e-05,0.0,2.0,8.618186037819502,0.9115298817308485,0.00030239249255507026,0.77690456889682,0.9862294262039623,0.6692651498396232,0.9397725849763058,0.9521319022177901,2.1956417145653955,8.268457146329677
0.022730418451743395,2066.29882308921,278.50381979975384,2344.8253733074157,7.017543859649122e-05,0.0,2.0,13.4255948111303,0.8686695814059981,0.0004710735021449228,0.44462505433786204,0.9425718168507741,0.23109675404198904,0.7418748033670014,0.7978647668455826,2.2932783859821964,6.111285193511161
0.022504197004625026,3408.125292158593,410.3497082817531,3818.4975046373506,7.017543859649122e-05,0.0,2.0,13.28732724366061,0.8379623349975184,0.00046622200854949507,0.9311933318411474,0.7959680033714807,0.5176666051856796,0.5749912510833173,0.4890377248852348,1.447641118792278,8.978733014251704
0.014680021658319609,1663.0435953536676,269.35369802371605,1932.411973399042,7.017543859649122e-05,0.0,2.0,8.759871310465481,0.9493431572951975,0.00030736390563036774,0.661833731500067,0.2368459938420271,0.9351222948922641,0.14619913551236197,0.6318938562932697,2.8482146387310436,6.338056064260892
62.89019684574198,238.48743553915796,332.74223500877395,634.1198673936739,0.07948626429726054,53.0,2265.358532471925,21893.492126959678,1.0333466898928712,0.7681927062091115,0.34738769846889594,0.05672425749135579,0.18174799072280645,0.24080877548703394,0.8117914215885188,0.11741893714861895,0.43482910939817554
0.016409753070197097,2139.5745024406606,236.08194075967785,2375.6728529534084,7.017543859649122e-05,0.0,2.0,9.762948154245153,0.9291106765935179,0.0003425595843594791,0.19566171964396767,0.5178262794707337,0.544507000909505,0.16663305057610556,0.32467135163266975,4.4735722746126,6.234223324462444
1.272606205726557,11766.902392256776,1556.590717418726,13324.765715881229,0.0003176084026215507,84.0,9.051839474714196,731.8469910411789,0.8919436083129006,0.025678841790918557,0.5469245726048276,0.7488372614398626,0.03649406838594049,0.8449003125023805,0.42396655248018367,0.24762292883764525,7.013578456794915
0.04105126694306138,590.3788126141474,334.72996805840506,925.1498319394955,7.017543859649122e-05,0.0,2.0,24.164245468221576,0.7366593889852652,0.0008478682620428623,0.723088081428916,0.4852318844591883,0.6869213316974788,0.009962400415133743,0.620897133794193,1.1942473539964955,2.171766194970747
0.017852357408439157,3733.7728017802556,352.82710355232587,4086.61775768999,7.017543859649122e-05,0.0,2.0,10.597203208418751,0.8648779310325149,0.00037183169152346494,0.9644050391206705,0.4124937434405352,0.44853683134035627,0.7135146723259618,0.04039473102846547,3.8913835402946093,9.449776998560008
0.04810236297468773,900.2525336293305,316.8253229122921,1217.1259589045972,7.017543859649122e-05,0.0,2.0,28.31209543683205,0.7341523364582934,0.0009934068574327035,0.3788408337198064,0.6128950449132516,0.5058938795610526,0.2099958161972964,0.7592540481791742,1.8638904762901083,1.7360445861018814
0.1837056543861143,2165.243640955004,798.7525382666848,2964.179884876075,7.017543859649122e-05,0.0,2.0,106.74683187835362,0.7583333118999848,0.003745502872924688,0.22452700270227133,0.9104945870276452,0.2586200423960364,0.7874068368173863,0.6876772561433971,0.31217569328820494,3.158248706565128
0.03706706695793982,2308.2274520621013,263.9443443866706,2572.20886351573,7.017543859649122e-05,0.0,2.0,21.797812795451197,0.7775441155861547,0.0007648355366824981,0.3894637216560409,0.5450516199313151,0.19115744608709262,0.7224632930576265,0.2394074218547887,4.407008627427045,2.9045098567632217
0.020531396294106274,1335.6358362341944,322.6199226542683,1658.2762902847567,7.017543859649122e-05,0.0,2.0,12.168370326977282,0.845434445738558,0.00042696036235008005,0.6162078886916164,0.37594184359758276,0.7793284723607556,0.6470982353510183,0.5864565980923586,1.626331963708404,5.152365550993596
0.0335727180165879,5075.949328624943,661.0502944195039,5737.033195762463,7.017543859649122e-05,0.0,2.0,19.678667964048937,0.7932435977935068,0.0006904795776859277,0.5910516305494224,0.9230901281418219,0.7371370491646088,0.6664655334365729,0.0809973427811787,0.38836799420516677,9.61495780053726
0.024859803711397066,892.4699972278493,290.26255429972014,1182.7574113312808,7.017543859649122e-05,0.0,2.0,14.828363614281633,0.7905852957925855,0.0005202934601502327,0.3577844374198904,0.2798702213068774,0.9027577355838415,0.8254470576490216,0.3678372574208136,3.323765876861838,1.2236051580687413
0.02480446092948274,1159.66495146237,211.12008449884678,1370.8098404221464,7.017543859649122e-05,0.0,2.0,14.688474441660578,0.8229284492476553,0.0005153850681284413,0.04792179954471243,0.9471620376073531,0.3713196509150834,0.6265367449160365,0.7302819084071589,3.0989349640071677,2.7261042857032054
0.043674926874629705,611.3399486560686,349.4545280381792,960.8381516211224,7.017543859649122e-05,0.0,2.0,25.6764730172913,0.7231921523136278,0.0009009288777996948,0.6323780473928692,0.8405270939951562,0.47994346504620533,0.5053454863343884,0.8657989311092532,0.6050783004387952,2.347441862825015
0.039116372576163516,1919.5802547262608,282.5855546430615,2202.2049257418985,7.017543859649122e-05,0.0,2.0,22.964926535909477,0.7696434504109602,0.0008057868959968238,0.9022173284634442,0.5306596177741814,0.3291058936596597,0.11124177682145908,0.1737324539861943,2.886875887550228,3.4520868310831454
0.014325910954830157,1092.5908352017616,222.33058523813125,1314.9357463508477,7.017543859649122e-05,0.0,2.0,8.578842223871748,0.9091734385747593,0.00030101200785514906,0.7610076420130025,0.2512013995558962,0.9804947016774037,0.07467013355786978,0.6564122560959333,3.279739144252727,4.071534455171763
0.07375985625351145,2328.0767606867776,501.2264571620276,2829.376977705059,7.017543859649122e-05,0.0,2.0,43.604192619314844,0.6891220112099954,0.0015299716708531525,0.10199646405156154,0.3990973307219111,0.8001757526555514,0.02948310365863105,0.13291357282946586,3.608759412536652,0.8332397422939772
0.012721587361044895,987.1445167061972,139.3234850729247,1126.480723366483,7.017543859649122e-05,0.0,2.0,7.663251278459382,0.9565114887598754,0.00026888600977050464,0.9563717779079728,0.2207051643163398,0.5403523455779478,0.611457512575337,0.9101414956754472,4.683743796425617,2.49914154560636
0.015248428073480147,2089.937224805311,274.08106764442203,2364.0335408778064,7.017543859649122e-05,0.0,2.0,9.095138020686253,0.8961653365426401,0.00031912764984864044,0.8084036857138459,0.17271496943965203,0.6743200656160816,0.28512227447487776,0.8158655487285159,2.7267601050668464,7.298244144558681
0.07603712576058974,3808.701140519591,610.867227802913,4419.6444054482645,7.017543859649122e-05,0.0,2.0,44.2681110340657,0.7288416890508392,0.0015532670538268665,0.8556719056985232,0.6819270451758612,0.11628281425896653,0.5249430611463349,0.5259509823346272,1.1039840207024008,5.436197418946739
0.03383215574684362,1956.188231819529,335.6124794736569,2291.834543448933,7.017543859649122e-05,0.0,2.0,19.882387612458107,0.7775718682286057,0.0006976276355248459,0.16659880735324134,0.872246170573618,0.30030874399829044,0.7593944521232142,0.5306267418995878,2.5789484342752944,4.304436821651044
0.031030637933547323,691.2644376408865,357.89092813165496,1049.186396410475,7.017543859649122e-05,0.0,2.0,18.29278062808288,0.781740246265017,0.0006418519518625572,0.29266654758340227,0.10285583146393013,0.6216317552884344,0.9588459646599677,0.9244225469300088,0.734384563715857,3.079148020505578
