A,C,D,J,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,attack_rate,mask_u,vent_u,online_u,club_u,disinfect_u,vax_cov_scale,q_scale,global_success,global_nit,global_fun,optimizer_success,optimizer_nit,optimizer_fun
82.8192418315556,8.00520344469561,20.185710346188074,111.01015562243929,0.3302134659596559,5.0,9411.083779850193,27993.873584221652,1.027128300559996,0.9822411783937421,0.04625065708735521,0.00048434094064842004,0.0020386104995803733,0.006332795971232097,0.026698486954103817,0.6351104219103665,0.004931741276847035,1.0,44.0,111.01015562243929,1.0,0.0,111.01015562243929
