A,C,D,J,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,attack_rate,mask_u,vent_u,online_u,club_u,disinfect_u,vax_cov_scale,q_scale,global_success,global_nit,global_fun,optimizer_success,optimizer_nit,optimizer_fun
0.13557787621986592,0.641076786107988,1.6254546293071366,2.4021092916349907,0.0025404047598078256,95.0,72.40153565452303,3498.793857385214,0.92922703997192,0.12276469675035838,0.012127772151994285,0.9990146824929232,0.41325191031809116,0.01125513790904914,0.004535574239428472,0.9999999902093673,0.9049622097411392,1.0,60.0,2.4110740648688007,1.0,7.0,2.4021092916349907
