day,R0,R_eff
0.0,1.088871317485734,1.088871317485734
1.0,1.088871317485734,1.0902889799802487
2.0,1.088871317485734,1.0916241349156834
3.0,1.088871317485734,1.0928914670169156
4.0,1.088871317485734,1.094095741723643
5.0,1.088871317485734,1.0952380008094305
6.0,1.088871317485734,1.0963179188707202
7.0,1.088871317485734,1.097334704334991
8.0,1.088871317485734,1.0982874420971585
9.0,1.088871317485734,1.0991752176813672
10.0,1.088871317485734,1.0999971573422433
11.0,1.088871317485734,1.1007524359311474
12.0,1.088871317485734,1.1014402724245727
13.0,1.088871317485734,1.1020599256887147
14.0,1.088871317485734,1.1026106879567221
15.0,1.088871317485734,1.1030918725451606
16.0,1.088871317485734,1.1035028279742949
17.0,1.088871317485734,1.1038429041597064
18.0,1.088871317485734,1.104111495444156
19.0,1.088871317485734,1.1043079740445287
20.0,1.088871317485734,1.104431786905388
21.0,1.088871317485734,1.1044823097100913
22.0,1.088871317485734,1.1044590438498818
23.0,1.088871317485734,1.1043613815939477
24.0,1.088871317485734,1.1041888585694857
25.0,1.088871317485734,1.1039409027172418
26.0,1.088871317485734,1.103617078445016
27.0,1.088871317485734,1.1032168500138002
28.0,1.088871317485734,1.1027398183969677
29.0,1.088871317485734,1.1021854837341152
30.0,1.088871317485734,1.1015534907459186
31.0,1.088871317485734,1.1008433786108442
32.0,1.088871317485734,1.1000548405254982
33.0,1.088871317485734,1.0991874627211178
34.0,1.088871317485734,1.098240987397862
35.0,1.088871317485734,1.0972150625715036
36.0,1.088871317485734,1.0961094753751983
37.0,1.088871317485734,1.0949239548111596
38.0,1.088871317485734,1.0936583278023835
39.0,1.088871317485734,1.0923124244875426
40.0,1.088871317485734,1.090886109423594
41.0,1.088871317485734,1.089379329618329
42.0,1.088871317485734,1.0877919943525338
43.0,1.088871317485734,1.0861241717226229
44.0,1.088871317485734,1.0843758395601397
45.0,1.088871317485734,1.0825471730790144
46.0,1.088871317485734,1.0806382631165048
47.0,1.088871317485734,1.0786493650719573
48.0,1.088871317485734,1.0765807261161748
49.0,1.088871317485734,1.0744326676524307
50.0,1.088871317485734,1.0722056168633842
51.0,1.088871317485734,1.0698999720653068
52.0,1.088871317485734,1.06751633550399
53.0,1.088871317485734,1.0650552242638296
54.0,1.088871317485734,1.062517382447427
55.0,1.088871317485734,1.059903504870337
56.0,1.088871317485734,1.0572144415270868
57.0,1.088871317485734,1.0544511029620702
58.0,1.088871317485734,1.0516144390235966
59.0,1.088871317485734,1.0487055804790546
60.0,1.088871317485734,1.0457256006800695
61.0,1.088871317485734,1.0426758242391303
62.0,1.088871317485734,1.0395574942439452
63.0,1.088871317485734,1.0363720871121533
64.0,1.088871317485734,1.0331210537029394
65.0,1.088871317485734,1.0298059953987058
66.0,1.088871317485734,1.0264285817019596
67.0,1.088871317485734,1.0229905334892917
68.0,1.088871317485734,1.0194937269222715
69.0,1.088871317485734,1.015940007732425
70.0,1.088871317485734,1.01233143374954
71.0,1.088871317485734,1.0086699818121985
72.0,1.088871317485734,1.0049578623853717
73.0,1.088871317485734,1.0011971826987072
74.0,1.088871317485734,0.99739027869504
75.0,1.088871317485734,0.9935393771137495
76.0,1.088871317485734,0.9896469145704524
77.0,1.088871317485734,0.985715219809742
78.0,1.088871317485734,0.9817468014786523
79.0,1.088871317485734,0.9777440761406935
80.0,1.088871317485734,0.9737095825393882
81.0,1.088871317485734,0.9696458201787066
82.0,1.088871317485734,0.9655553143272049
83.0,1.088871317485734,0.9614405956559622
84.0,1.088871317485734,0.9573042245979266
85.0,1.088871317485734,0.9531486539754157
86.0,1.088871317485734,0.9489764716697282
87.0,1.088871317485734,0.9447900663613605
88.0,1.088871317485734,0.9405919320920534
89.0,1.088871317485734,0.9363844784707654
90.0,1.088871317485734,0.9321700169166834
91.0,1.088871317485734,0.927950922318793
92.0,1.088871317485734,0.9237293719042384
93.0,1.088871317485734,0.9195076161786293
94.0,1.088871317485734,0.9152877157522505
95.0,1.088871317485734,0.9110717594418246
96.0,1.088871317485734,0.9068616837812644
97.0,1.088871317485734,0.9026593865515091
98.0,1.088871317485734,0.8984666769056072
99.0,1.088871317485734,0.8942852417873733
100.0,1.088871317485734,0.8901167539571991
101.0,1.088871317485734,0.8859626909751155
102.0,1.088871317485734,0.8818245608193981
103.0,1.088871317485734,0.8777036634656545
104.0,1.088871317485734,0.8736012960954352
105.0,1.088871317485734,0.8695186235877101
106.0,1.088871317485734,0.865456712336724
107.0,1.088871317485734,0.8614165974696012
108.0,1.088871317485734,0.8573991475955638
109.0,1.088871317485734,0.8534052242917805
110.0,1.088871317485734,0.8494355663985157
