beta0,sigma,gamma,q_rate,q_release,q_scale,q_sat_k,q_gain_max,q_capacity_alpha,q_rate_cap,ve_s,ve_t,ve_l,v_cov_s,v_cov_t,v_cov_l,vax_cov_scale,season_amp,season_phase,season_start_day,omega_v,omega_r,mask_u,vent_u,online_u,club_u,disinfect_u,seed_s,seed_t,seed_l,seed_e_s,seed_e_t,seed_e_l
0.858,1.161,0.77,0.12,0.15,0.000580945248018403,1.0,3.0,10.0,1.0,0.38,0.305,0.375,0.2,0.12,0.12,0.9999999920144665,0.225,30.0,0.0,0.0,0.0,0.9939213787134173,0.9781778697259857,0.3175725675228615,0.009897352119716438,0.9975881142628226,18.0,0.0,0.0,18.0,0.0,0.0
