A,C,D,J,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,attack_rate,mask_u,vent_u,online_u,club_u,disinfect_u,vax_cov_scale,q_scale,global_success,global_nit,global_fun,optimizer_success,optimizer_nit,optimizer_fun
539.2011791394477,407.5449464854648,86.3833185584675,1033.12944418338,0.22596342666809038,7.0,6439.957660040576,26521.495389620224,1.0364137248126557,0.9305787856007096,0.9939213787134173,0.9781778697259857,0.3175725675228615,0.009897352119716438,0.9975881142628226,0.9999999920144665,0.000580945248018403,1.0,49.0,1035.196376171196,1.0,5.0,1033.12944418338
