A,C,D,J,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,attack_rate,mask_u,vent_u,online_u,club_u,disinfect_u,vax_cov_scale,q_scale
1.5498945573902665,17.613340566993855,2.3475165557093836,21.510751680093506,0.07353074392584606,49.0,2095.6262018866128,19571.826754953265,1.0219763876151666,0.6867307633316935,0.5015034598575289,0.7749200798565011,0.953861348229366,0.19592121954643882,0.8454985059764685,2.6807313821592427,0.1735963441210311
0.3127875222896784,54.94508531881515,13.102316462076958,68.3601893031818,0.005846847430810395,69.0,166.63515177809626,6376.962527601289,0.9099630775955543,0.22375307114390489,0.5389357904758975,0.27499582896035685,0.8088329567476574,0.37445705806621,0.6251086508772169,2.8189621060577568,5.70577506925056
1.6259949514763712,16.664874023759076,7.240059282438039,25.530928257673487,0.07164032179587662,41.0,2041.749171182484,20798.927047018315,1.1073406055817108,0.7297869139304671,0.09728175878875744,0.3390772110222736,0.7386282802669376,0.5618962355283261,0.27407052226896367,1.6443223614570979,2.466042537114083
1.6769381760379478,19.067982430272572,3.537236508188783,24.282157114499302,0.07637825319817584,43.0,2176.7802161480117,20850.754789170598,1.0283496594492256,0.7316054311989684,0.7719819855402043,0.46405443455496603,0.20020582933219366,0.563266875001587,0.7288103647901645,2.938005751618031,1.0635212304674004
2.817405823370271,32.176699360400036,4.5980700362854,39.59217522005571,0.12259055124349717,34.0,3493.8307104396695,24408.523791288644,1.107970731333821,0.8564394312732858,0.3074899640655434,0.25062789573172184,0.09098647048245712,0.3553365207040388,0.37623358320973554,4.3356649385630135,1.6660943637375736
1.8581514805027375,57.037507914461756,11.623217390222587,70.51887678518709,0.08127211511849385,38.0,2316.2552808770747,22171.887112436587,1.1553674471742688,0.7779609513135645,0.23159179897926396,0.06011777753697184,0.2194039291064398,0.3231716497295259,0.3863926919213598,4.070357422553702,5.089324194018929
1.3824370370517733,74.65057214289831,18.800040824780613,94.8330500047307,0.05629367849019246,43.0,1604.3698369704853,19735.391442581298,1.0193426589617367,0.6924698751782912,0.9850759285035026,0.5082304001692578,0.06506914096566857,0.8378077630162436,0.7473269231827657,0.8115054368505663,8.635743393206427
0.043235149231927186,80.59403465936202,15.54878714462982,96.18605695322378,0.0006315789473684211,0.0,18.0,878.1650718071897,0.7705288027751506,0.030812809537094376,0.827650741637753,0.12805863119594318,0.9257331336922742,0.506262968082143,0.3107997629683913,4.48022912339218,6.864005633054566
0.566345594095372,28.845430576942793,5.99861877858287,35.410394949621036,0.014873972728435656,64.0,423.9082227604162,10763.695800818185,0.8951979342304135,0.3776735368708135,0.5179363792645468,0.6534379766384442,0.44617676655974886,0.5232013332079855,0.639372329617836,3.203717883132441,2.3013912207220972
1.0433873166267473,22.126788440586882,4.1525269080352105,27.32270266524884,0.03987657552132244,53.0,1136.4824023576896,16612.54582723064,1.0887003284478587,0.5828963448151101,0.6516943163207748,0.592397924863991,0.6099271481102874,0.29810427325505656,0.32602514992348985,3.2484585012712843,1.2464428494586768
1.0474237947270675,57.625477666350506,15.652615082378993,74.32551654345656,0.03744212397394921,49.0,1067.1005332575523,16932.46475349558,1.1063379906217752,0.5941215702980905,0.9948106461182072,0.5212351019874036,0.457947554464986,0.9075844005429636,0.18554574701850385,1.71929895618353,6.80986980239839
2.002452291260081,9.386287339846099,4.589777656487519,15.9785172875937,0.09115252672074269,39.0,2597.8470115411665,22312.20265745722,1.1221688897871156,0.7828843037704287,0.7049017413672388,0.9554523080682731,0.2990245542269042,0.3100495051650174,0.2650582159249991,1.4637611430435973,1.5649612418833438
0.010888577544118927,94.27776885806674,18.08646142488664,112.3751188604975,0.0006315789473684211,0.0,18.0,172.5737679407681,0.7659797671509775,0.006055219927746249,0.6906692868070531,0.9953913123929249,0.8348009753284035,0.1399972107981976,0.7427649682316788,3.8414382502548268,8.355595571184564
