A,C,D,J,peak_I_norm,peak_I_day,peak_I,final_R,final_Q,attack_rate,mask_u,vent_u,online_u,club_u,disinfect_u,vax_cov_scale,q_scale,global_success,global_nit,global_fun,optimizer_success,optimizer_nit,optimizer_fun
2.050080555765503,3.49879149284864,1.7271382855665522,7.276010334180695,0.09642805200649834,41.0,2748.1994821852027,22087.1760377408,0.9957967615919598,0.774988632903186,0.9954223333151607,0.9998052949625069,0.003237393411089697,0.0016078689993364176,0.9986620633680611,0.9999999977323925,0.5542500531687505,1.0,81.0,7.277043647126648,0.0,5.0,7.276010334180849
