iso_year,iso_week,week_start,spec_processed,h3n2_positive,inf_all,inf_a,inf_b,h3n2_pct,inf_pct,ili_activity,ili_pct
2023,29,2023/7/17,23517,140,177,156,21,0.006,0.0075,4,
2023,30,2023/7/24,13962,223,261,245,16,0.016,0.0187,4,
2023,31,2023/7/31,24704,279,329,296,33,0.0113,0.0133,4,
2023,32,2023/8/7,25041,354,409,373,36,0.0141,0.0163,4,
2023,33,2023/8/14,26390,390,451,415,36,0.0148,0.0171,4,
2023,34,2023/8/21,28253,469,547,490,57,0.0166,0.0194,4,
2023,35,2023/8/28,27508,462,540,478,62,0.0168,0.0196,4,
2023,36,2023/9/4,29406,566,687,581,106,0.0192,0.0234,4,
2023,37,2023/9/11,29888,691,853,710,143,0.0231,0.0285,4,
2023,38,2023/9/18,30298,887,1113,910,203,0.0293,0.0367,4,
2023,39,2023/9/25,27627,784,1019,809,210,0.0284,0.0369,4,
2023,40,2023/10/2,27058,950,1216,975,241,0.0351,0.0449,4,
2023,41,2023/10/9,32056,1727,2050,1743,307,0.0539,0.064,4,
2023,42,2023/10/16,33024,2132,2616,2169,447,0.0646,0.0792,4,
2023,43,2023/10/23,36178,3312,3996,3356,640,0.0915,0.1105,4,
2023,44,2023/10/30,35635,4228,5079,4285,794,0.1186,0.1425,4,
2023,45,2023/11/6,36917,5433,6435,5485,950,0.1472,0.1743,4,
2023,46,2023/11/13,38893,9073,10297,9136,1161,0.2333,0.2648,4,
2023,47,2023/11/20,42045,13166,14919,13233,1686,0.3131,0.3548,4,
2023,48,2023/11/27,42146,14645,16816,14750,2066,0.3475,0.399,4,
2023,49,2023/12/4,42177,14991,17746,15183,2563,0.3554,0.4208,4,
2023,50,2023/12/11,38172,12569,15642,12762,2880,0.3293,0.4098,4,
2023,51,2023/12/18,36738,10237,13730,10370,3360,0.2786,0.3737,4,
2023,52,2023/12/25,35311,9212,13799,9312,4487,0.2609,0.3908,4,
2024,1,2024/1/1,34235,7473,13075,7592,5483,0.2183,0.3819,4,
2024,2,2024/1/8,34462,5436,11777,5564,6213,0.1577,0.3417,4,
2024,3,2024/1/15,34025,3775,10486,3864,6622,0.1109,0.3082,4,
2024,4,2024/1/22,32835,2359,8313,2489,5824,0.0718,0.2532,4,
2024,5,2024/1/29,33117,1855,8125,1983,6142,0.056,0.2453,4,
2024,6,2024/2/5,28161,1304,6410,1398,5012,0.0463,0.2276,4,
2024,7,2024/2/12,28272,1175,6214,1393,4821,0.0416,0.2198,4,
2024,8,2024/2/19,32419,1155,6296,1444,4852,0.0356,0.1942,4,
2024,9,2024/2/26,32581,1110,5465,1563,3902,0.0341,0.1677,4,
2024,10,2024/3/4,33260,1014,5556,1682,3874,0.0305,0.167,4,
2024,11,2024/3/11,33192,822,4874,1599,3275,0.0248,0.1468,4,
2024,12,2024/3/18,32999,698,4309,1584,2725,0.0212,0.1306,4,
2024,13,2024/3/25,32279,481,3608,1582,2026,0.0149,0.1118,4,
2024,14,2024/4/1,27407,324,2496,1295,1201,0.0118,0.0911,4,
2024,15,2024/4/8,26662,254,2085,1242,843,0.0095,0.0782,4,
2024,16,2024/4/15,26810,247,1920,1381,539,0.0092,0.0716,4,
2024,17,2024/4/22,27661,181,1923,1550,373,0.0065,0.0695,4,
2024,18,2024/4/29,22530,151,1517,1316,201,0.0067,0.0673,4,
2024,19,2024/5/6,26092,184,1983,1817,166,0.0071,0.076,4,
2024,20,2024/5/13,26673,183,1915,1787,128,0.0069,0.0718,4,
2024,21,2024/5/20,26370,135,1606,1500,106,0.0051,0.0609,4,
2024,22,2024/5/27,25768,103,1507,1427,80,0.004,0.0585,4,
2024,23,2024/6/3,22352,90,1333,1270,63,0.004,0.0596,4,
2024,24,2024/6/10,21425,84,1296,1251,45,0.0039,0.0605,4,
2024,25,2024/6/17,21163,81,1430,1366,64,0.0038,0.0676,4,
2024,26,2024/6/24,20942,102,1576,1525,51,0.0049,0.0753,4,
2024,27,2024/7/1,21020,88,1713,1672,41,0.0042,0.0815,4,
2024,28,2024/7/8,20764,99,1546,1498,48,0.0048,0.0745,4,
2024,29,2024/7/15,18474,53,1191,1158,33,0.0029,0.0645,4,
2024,30,2024/7/22,21031,51,1280,1245,35,0.0024,0.0609,4,
2024,31,2024/7/29,21031,51,1280,1245,35,0.0024,0.0609,4,
2024,32,2024/8/5,20674,33,1031,1005,26,0.0016,0.0499,4,
2024,33,2024/8/12,20327,38,970,940,30,0.0019,0.0477,3,
2024,34,2024/8/19,20364,34,808,787,21,0.0017,0.0397,3,
2024,35,2024/8/26,17626,24,586,574,12,0.0014,0.0332,3,
2024,36,2024/9/2,20100,31,741,719,22,0.0015,0.0369,3,
2024,37,2024/9/9,14130,24,568,544,24,0.0017,0.0402,3,
2024,38,2024/9/16,20547,26,751,735,16,0.0013,0.0366,4,
2024,39,2024/9/23,15701,21,556,546,10,0.0013,0.0354,3,
2024,40,2024/9/30,23234,19,616,603,13,0.0008,0.0265,3,
2024,41,2024/10/7,25457,18,668,657,11,0.0007,0.0262,3,
2024,42,2024/10/14,25268,21,643,634,9,0.0008,0.0254,3,
2024,43,2024/10/21,25061,26,722,706,16,0.001,0.0288,3,
2024,44,2024/10/28,25894,17,872,842,30,0.0007,0.0337,3,
2024,45,2024/11/4,26538,19,932,931,1,0.0007,0.0351,3,
2024,46,2024/11/11,26737,23,1103,1092,11,0.0009,0.0413,3,
2024,47,2024/11/18,27135,35,1498,1483,15,0.0013,0.0552,3,
2024,48,2024/11/25,27077,14,2123,2106,17,0.0005,0.0784,3,
2024,49,2024/12/2,28074,20,2589,2565,24,0.0007,0.0922,3,
2024,50,2024/12/9,28323,26,3973,3963,10,0.0009,0.1403,3,
2024,51,2024/12/16,35174,38,7394,7379,15,0.0011,0.2102,4,
2024,52,2024/12/23,29606,27,8391,8376,15,0.0009,0.2834,4,
2025,1,2024/12/30,28722,58,9758,9744,14,0.002,0.3397,3,
2025,2,2025/1/6,29122,55,10163,10151,12,0.0019,0.349,3,
2025,3,2025/1/13,29185,60,9418,9393,25,0.0021,0.3227,3,
2025,4,2025/1/20,28041,45,8295,8273,22,0.0016,0.2958,3,
2025,5,2025/1/27,21486,30,5591,5577,14,0.0014,0.2602,3,
2025,6,2025/2/3,27454,48,6822,6795,27,0.0017,0.2485,3,
2025,7,2025/2/10,27714,30,6059,6035,24,0.0011,0.2186,3,
2025,8,2025/2/17,31504,37,5762,5723,39,0.0012,0.1829,3,
2025,9,2025/2/24,27017,42,3970,3915,55,0.0016,0.1469,3,
2025,10,2025/3/3,26194,51,2572,2493,79,0.0019,0.0982,2,
2025,11,2025/3/10,26423,38,1836,1750,86,0.0014,0.0695,2,
2025,12,2025/3/17,26221,58,1228,1157,71,0.0022,0.0468,2,
2025,13,2025/3/24,25810,67,870,787,83,0.0026,0.0337,2,
2025,14,2025/3/31,19696,55,526,468,58,0.0028,0.0267,2,
2025,15,2025/4/7,18669,73,350,304,46,0.0039,0.0187,2,
2025,16,2025/4/14,16240,86,259,207,52,0.0053,0.0159,2,
2025,17,2025/4/21,18563,97,279,223,56,0.0052,0.015,2,
2025,18,2025/4/28,16594,100,216,184,32,0.006,0.013,2,
2025,19,2025/5/5,18965,121,228,195,33,0.0064,0.012,2,
2025,20,2025/5/12,18641,124,208,174,34,0.0067,0.0112,2,
2025,21,2025/5/19,19431,113,162,143,19,0.0058,0.0083,2,
2025,22,2025/5/26,18178,103,149,138,11,0.0057,0.0082,2,
2025,23,2025/6/2,18473,142,180,163,17,0.0077,0.0097,1,
2025,24,2025/6/9,18354,114,154,139,15,0.0062,0.0084,1,
2025,25,2025/6/16,17826,123,152,138,14,0.0069,0.0085,1,
2025,26,2025/6/23,17861,141,187,164,23,0.0079,0.0105,1,
2025,27,2025/6/30,15301,133,178,154,24,0.0087,0.0116,1,
2025,28,2025/7/7,17656,140,183,160,23,0.0079,0.0104,1,
2025,29,2025/7/14,17582,144,212,179,33,0.0082,0.0121,1,
2025,30,2025/7/21,17689,147,215,183,32,0.0083,0.0122,1,
2025,31,2025/7/28,17091,158,209,178,31,0.0092,0.0122,1,
2025,32,2025/8/4,17185,165,225,187,38,0.0096,0.0131,1,
2025,33,2025/8/11,17631,189,261,210,51,0.0107,0.0148,1,
2025,34,2025/8/18,15380,211,283,236,47,0.0137,0.0184,1,
2025,35,2025/8/25,17402,294,400,339,61,0.0169,0.023,1,
2025,36,2025/9/1,17508,279,373,313,60,0.0159,0.0213,1,
2025,37,2025/9/8,17966,371,445,393,52,0.0207,0.0248,1,
2025,38,2025/9/15,18135,398,484,420,64,0.0219,0.0267,1,
2025,39,2025/9/22,19113,518,608,542,66,0.0271,0.0318,1,
2025,40,2025/9/29,20964,551,659,603,56,0.0263,0.0314,1,
2025,41,2025/10/6,24460,755,852,792,60,0.0309,0.0348,1,
2025,42,2025/10/13,25150,1131,1239,1190,49,0.045,0.0493,1,
2025,43,2025/10/20,25785,2192,2350,2272,78,0.085,0.0911,2,
2025,44,2025/10/27,26776,4178,4346,4247,99,0.156,0.1623,3,
2025,45,2025/11/3,28242,6773,6986,6897,89,0.2398,0.2474,4,6.1
2025,46,2025/11/10,28026,9024,9176,9096,80,0.322,0.3274,4,7
2025,47,2025/11/17,28504,11478,11586,11515,71,0.4027,0.4065,4,8.6
2025,48,2025/11/24,28656,13631,13752,13706,46,0.4757,0.4799,4,9.1
2025,49,2025/12/1,28963,14530,14624,14568,56,0.5017,0.5049,4,7.9
2025,50,2025/12/8,25364,11792,11848,11804,44,0.4649,0.4671,4,6.3
2025,51,2025/12/15,27098,10920,11014,10936,78,0.403,0.4065,3,4.9
2025,52,2025/12/22,26369,8542,8661,8552,109,0.3239,0.3285,3,4.2
2026,1,2025/12/29,25314,6770,6929,6778,151,0.2674,0.2737,2,4.1
2026,2,2026/1/5,25983,5758,6000,5777,223,0.2216,0.2309,2,3.7
2026,3,2026/1/12,26360,5259,5635,5271,364,0.1995,0.2138,2,3.5
2026,4,2026/1/19,25526,4103,4570,4119,451,0.1607,0.179,2,3.4
2026,5,2026/1/26,25748,3218,3926,3235,691,0.125,0.1525,2,3.3
2026,6,2026/2/2,23116,2154,2846,2163,683,0.0932,0.1231,2,3
2026,7,2026/2/9,23658,1499,2278,1515,763,0.0634,0.0963,2,2.9
2026,8,2026/2/16,21821,1233,2041,1240,801,0.0565,0.0935,2,4.9
2026,9,2026/2/23,25358,1150,2396,1160,1236,0.0454,0.0945,2,3
2026,10,2026/3/2,25305,850,2134,863,1271,0.0336,0.0843,2,2.8
2026,11,2026/3/9,26081,716,2399,748,1651,0.0275,0.092,2,3
2026,12,2026/3/16,23550,521,2640,532,2108,0.0221,0.1121,2,
